ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/07/2025;COBERTURA;IMPORTE AFILIADO
38813;eszopiclona;INDUCTAL;2 mg comp.rec.x 30;Roemmers;$ 14517.46;50%;$ 7258.73
38814;eszopiclona;INDUCTAL;3 mg comp.rec.x 30;Roemmers;$ 18142.55;50%;$ 9071.28
54048;etoricoxib;DORICOXIB 120;120 mg comp.rec.x 10;Roemmers;$ 16555.98;50%;$ 8277.99
54046;etoricoxib;DORICOXIB 60;60 mg comp.rec.x 10;Roemmers;$ 10682.86;50%;$ 5341.43
54047;etoricoxib;DORICOXIB 60;60 mg comp.rec.x 30;Roemmers;$ 29669.89;50%;$ 14834.95
54049;etoricoxib;DORICOXIB 90;90 mg comp.rec.x 10;Roemmers;$ 15920.43;50%;$ 7960.22
54050;etoricoxib;DORICOXIB 90;90 mg comp.rec.x 30;Roemmers;$ 38617.02;50%;$ 19308.51
33955;ezetimibe;IXACOR;10 mg comp.x 30;Roemmers;$ 16203.42;50%;$ 8101.71
35896;ezetimibe+simvastatin;VASOTENAL EZ;10/10 mg comp.x 30;Roemmers;$ 21147.19;50%;$ 10573.6
38013;ezetimibe+simvastatin;VASOTENAL EZ;20/10 mg comp.x 30;Roemmers;$ 21107.47;50%;$ 10553.74
57103;famotidina;TAURAL F 20;20 mg comp.x 30;Roemmers;$ 8543.81;40%;$ 5126.29
57104;famotidina;TAURAL F 20;20 mg comp.x 60;Roemmers;$ 15361.7;40%;$ 9217.02
57102;famotidina;TAURAL F 40;40 mg comp.x 30;Roemmers;$ 16550.91;40%;$ 9930.55
7701;flecainida;DIONDEL;comp.x 20;Roemmers;$ 7478.55;60%;$ 2991.42
7702;flecainida;DIONDEL;comp.x 50;Roemmers;$ 37007.88;60%;$ 14803.15
22200;fluconazol;MICOLIS NOVO;150 mg cáps.x 2;Roemmers;$ 13902.63;50%;$ 6951.32
31843;fluconazol;MICOLIS NOVO;150 mg cáps.x 4;Roemmers;$ 25851.9;50%;$ 12925.95
36681;fluticasona;LIDIL CORT;spray nasal x 120 ds.;Roemmers;$ 11199.42;80%;$ 2239.88
36682;fluticasona;LIDIL CORT;spray nasal x 60 ds.;Roemmers;$ 6049.11;80%;$ 1209.82
17753;glimepiride;ENDIAL;2 mg comp.x 30;Roemmers;$ 9996.7;100%;$ 0
17754;glimepiride;ENDIAL;2 mg comp.x 60;Roemmers;$ 20105.56;100%;$ 0
17756;glimepiride;ENDIAL;4 mg comp.x 30;Roemmers;$ 17889.98;100%;$ 0
56968;glimepiride;ENDIAL;4 mg comp.x 60;Roemmers;$ 33759.56;100%;$ 0
40647;glimepiride+metformina;ENDIAL MET 2;2/1000 mg comp.rec.x 30;Roemmers;$ 11700.8;50%;$ 5850.4
58922;glimepiride+metformina;ENDIAL MET 2;2/1000 mg comp.rec.x 60;Roemmers;$ 22091.45;50%;$ 11045.73
40649;glimepiride+metformina;ENDIAL MET 4;4/1000 mg comp.rec.x 30;Roemmers;$ 20642.27;50%;$ 10321.14
58921;glimepiride+metformina;ENDIAL MET 4;4/1000 mg comp.rec.x 60;Roemmers;$ 38170.45;50%;$ 19085.23
38324;hierro,polimaltosato;VITALIX;100 mg comp.rec.x 30;Roemmers;$ 5419.84;50%;$ 2709.92
35748;ibuprofeno;FEBRATIC;400 mg comp.x 20;Roemmers;$ 4485.01;40%;$ 2691.01
58505;insaponificables;PRONTAL;cáps.x 30;Roemmers;$ 31668.67;40%;$ 19001.2
45624;isosorbide,dinitrato;MEDOCOR SUBLINGUAL;5 mg comp.subl.x 30;Roemmers;$ 6661.26;60%;$ 2664.5
7804;isosorbide,mononitrato;MEDOCOR;comp.x 20;Roemmers;$ 4019.77;60%;$ 1607.91
7805;isosorbide,mononitrato;MEDOCOR;comp.x 40;Roemmers;$ 7647.89;60%;$ 3059.16
12605;isosorbide,mononitrato;MEDOCOR AP;cáps.x 30;Roemmers;$ 20424.53;60%;$ 8169.81
47041;ketorolac;DORIXINA FORTE NF;10 mg comp.rec.x 10;Roemmers;$ 5582.95;50%;$ 2791.48
47043;ketorolac;DORIXINA FORTE NF;10 mg comp.subl.x 10;Roemmers;$ 9161.2;50%;$ 4580.6
47044;ketorolac;DORIXINA FORTE NF;10 mg comp.subl.x 20;Roemmers;$ 17787.47;50%;$ 8893.74
47042;ketorolac;DORIXINA FORTE NF;20 mg comp.rec.x 10;Roemmers;$ 10136.7;50%;$ 5068.35
32657;lansoprazol;LANZOPRAL;susp.sob.x 30;Roemmers;$ 29487.72;40%;$ 17692.63
41546;levofloxacina;LEXOBRON 500;500 mg comp.rec.x 7;Roemmers;$ 12047.63;60%;$ 4819.05
41547;levofloxacina;LEXOBRON 750;750 mg comp.rec.x 5;Roemmers;$ 13772.99;60%;$ 5509.2
13689;levomepromazina;TOGREL;2 mg comp.x 50;Roemmers;$ 7798.77;50%;$ 3899.39
13690;levomepromazina;TOGREL;25 mg comp.x 50;Roemmers;$ 26720.75;50%;$ 13360.38
21179;loratadina+pseudoefedrina;DECIDEX PLUS;cáps.x 10;Roemmers;$ 8426.06;40%;$ 5055.64
31004;losartán;LOSACOR;100 mg comp.rec.x 30;Roemmers;$ 28192.94;80%;$ 5638.59
15987;losartán;LOSACOR;50 mg comp.rec.x 30;Roemmers;$ 23058.55;80%;$ 4611.71
49974;losartán;LOSACOR;50 mg comp.rec.x 60;Roemmers;$ 43524.91;80%;$ 8704.98
32338;losartán+hidroclorotiazida;LOSACOR D;100/25 mg comp.rec.x 30;Roemmers;$ 29311.65;60%;$ 11724.66
16681;losartán+hidroclorotiazida;LOSACOR D;50/12.5 mg comp.rec.x 30;Roemmers;$ 26977.61;60%;$ 10791.04
35254;meloxicam;BRONAX;15 mg comp.x 10;Roemmers;$ 10475.67;50%;$ 5237.84
35255;meloxicam;BRONAX;15 mg comp.x 20;Roemmers;$ 20494.53;50%;$ 10247.27
43053;meloxicam;BRONAX;15 mg comp.x 30;Roemmers;$ 29803.78;50%;$ 14901.89
50993;meloxicam;BRONAX CB;15 mg cáps.bl.x 10;Roemmers;$ 10454.45;50%;$ 5227.23
50994;meloxicam;BRONAX CB;15 mg cáps.bl.x 30;Roemmers;$ 29218.54;50%;$ 14609.27
46336;meloxicam+betametasona+asoc.;BRONAX CORT;comp.rec.x 10;Roemmers;$ 10162.65;50%;$ 5081.33
46337;meloxicam+betametasona+asoc.;BRONAX CORT;comp.rec.x 20;Roemmers;$ 19735.59;50%;$ 9867.8
41548;meloxicam+pridinol;BRONAX FLEX;comp.x 10;Roemmers;$ 10970.97;50%;$ 5485.49
41549;meloxicam+pridinol;BRONAX FLEX;comp.x 20;Roemmers;$ 21507.44;50%;$ 10753.72
35119;memantine;MERITAL;comp.ran.x 30;Roemmers;$ 26248.6;50%;$ 13124.3
51673;memantine;MERITAL;comp.ran.x 60;Roemmers;$ 50968.83;50%;$ 25484.42
54804;memantine;MERITAL 20;comp.rec.x 30;Roemmers;$ 29138.2;50%;$ 14569.1
56909;memantine+donepecilo;MERITAL XR PLUS;14/10 cáps.lib.prol.x 30;Roemmers;$ 60277.62;50%;$ 30138.81
56910;memantine+donepecilo;MERITAL XR PLUS;28/10 cáps.lib.prol.x 30;Roemmers;$ 66576.69;50%;$ 33288.35
49938;montelukast;PLENAIR;10 mg comp.rec.x 30;Roemmers;$ 37765.53;50%;$ 18882.77
49939;montelukast;PLENAIR;5 mg comp.mast.x 30;Roemmers;$ 36010.09;50%;$ 18005.05
52682;nebivolol;CORPRES 10;10 mg comp.x 30;Roemmers;$ 31215.71;50%;$ 15607.86
58892;nebivolol;CORPRES 10;10 mg comp.x 60;Roemmers;$ 63073.85;50%;$ 31536.93
52684;nebivolol;CORPRES 2.5;2.5 mg comp.x 30;Roemmers;$ 8007.53;50%;$ 4003.77
58881;nebivolol;CORPRES 2.5;2.5 mg comp.x 60;Roemmers;$ 15646.66;50%;$ 7823.33
52683;nebivolol;CORPRES 5;5 mg comp.x 30;Roemmers;$ 16369.3;50%;$ 8184.65
58891;nebivolol;CORPRES 5;5 mg comp.x 60;Roemmers;$ 33309.32;50%;$ 16654.66
54945;nebivolol+hidroclorotiazida;CORPRES D;5/12.5 mg comp.rec.x 30;Roemmers;$ 19789.37;50%;$ 9894.69
58882;nebivolol+hidroclorotiazida;CORPRES D;5/12.5 mg comp.rec.x 60;Roemmers;$ 39578.78;50%;$ 19789.39
38322;nitazoxanida;NIXORAN;500 mg comp.rec.x 6;Roemmers;$ 6736.22;50%;$ 3368.11
7930;paracetamol;TERMOFREN;gts.x 20 ml;Roemmers;$ 6768.5;40%;$ 4061.1
15871;paracetamol;TERMOFREN;sol.x 120 ml;Roemmers;$ 9042.93;40%;$ 5425.76
39267;piridostigmina;MESTINON TS;180 mg comp.x 30;Roemmers;$ 59086.3;50%;$ 29543.15
27096;piridostigmina;MESTINON;60 mg comp.x 100;Roemmers;$ 61496.51;50%;$ 30748.26
44345;prasugrel;PROCARDIA;10 mg comp.x 30;Roemmers;$ 44307.47;50%;$ 22153.74
44343;prasugrel;PROCARDIA;5 mg comp.x 30;Roemmers;$ 18524.03;50%;$ 9262.02
39898;pregabalina;PLENICA;150 mg cáps.x 30;Roemmers;$ 51125.63;50%;$ 25562.82
44885;pregabalina;PLENICA;25 mg cáps.x 30;Roemmers;$ 10176.93;50%;$ 5088.47
39899;pregabalina;PLENICA;300 mg cáps.x 30;Roemmers;$ 68805.33;50%;$ 34402.67
52070;pregabalina;PLENICA;50 mg cáps.x 15;Roemmers;$ 11902.69;50%;$ 5951.35
52071;pregabalina;PLENICA;50 mg cáps.x 30;Roemmers;$ 23125.92;50%;$ 11562.96
46723;pregabalina;PLENICA 75 PRACTIDOSIS;75 mg comp.x 15;Roemmers;$ 18547.57;50%;$ 9273.79
48656;pregabalina;PLENICA 75 PRACTIDOSIS;75 mg comp.x 30;Roemmers;$ 36017.36;50%;$ 18008.68
39896;pregabalina;PLENICA;75 mg cáps.x 15;Roemmers;$ 17188.1;50%;$ 8594.05
39897;pregabalina;PLENICA;75 mg cáps.x 30;Roemmers;$ 33686.66;50%;$ 16843.33
48655;pregabalina;PLENICA;75 mg cáps.x 60;Roemmers;$ 64928.12;50%;$ 32464.06
7899;propinox;SERTAL;gts.x 20 ml;Roemmers;$ 9056.68;50%;$ 4528.34
61183;propinox+clonixinato de lisina;SERTAL COMPUESTO VL;comp.rec.x 20;Roemmers;$ 12768.68;50%;$ 6384.34
45580;quetiapina;INQUETIA;100 mg comp.x 30;Roemmers;$ 78467.89;50%;$ 39233.95
45581;quetiapina;INQUETIA;200 mg comp.x 30;Roemmers;$ 96244.87;50%;$ 48122.44
45579;quetiapina;INQUETIA;25 mg comp.x 30;Roemmers;$ 46526.73;50%;$ 23263.37
39046;rasagilina;ELBRUS;1 mg comp.x 30;Roemmers;$ 25665.89;50%;$ 12832.95
54198;rifaximina;LISIBACTER;200 mg comp.rec.x 20;Roemmers;$ 14192.3;50%;$ 7096.15
54199;rifaximina;LISIBACTER;550 mg comp.rec.x 10;Roemmers;$ 24217.73;50%;$ 12108.87
54200;rifaximina;LISIBACTER;550 mg comp.rec.x 30;Roemmers;$ 62393.03;50%;$ 31196.52
59963;rivaroxabán;ABAXON;10 mg x 30 comp.rec.;Roemmers;$ 102817.79;50%;$ 51408.9
59964;rivaroxabán;ABAXON;15 mg x 30 comp.rec.;Roemmers;$ 97820.76;50%;$ 48910.38
59962;rivaroxabán;ABAXON;2.5 mg x 30 comp.rec.;Roemmers;$ 52914.9;50%;$ 26457.45
59965;rivaroxabán;ABAXON;20 mg x 30 comp.rec.;Roemmers;$ 105872.71;50%;$ 52936.36
34503;rosuvastatina;ROVARTAL;10 mg comp.rec.x 30;Roemmers;$ 21518.16;50%;$ 10759.08
58231;rosuvastatina;ROVARTAL;10 mg comp.rec.x 60;Roemmers;$ 41586.83;50%;$ 20793.42
44813;rosuvastatina;ROVARTAL;20 mg comp.rec.x 30;Roemmers;$ 38539.84;50%;$ 19269.92
58961;rosuvastatina;ROVARTAL;20 mg comp.rec.x 60;Roemmers;$ 73263.34;50%;$ 36631.67
54944;rosuvastatina;ROVARTAL;40 mg comp.rec.x 30;Roemmers;$ 65153.03;50%;$ 32576.52
46335;rosuvastatina;ROVARTAL;5 mg comp.rec.x 30;Roemmers;$ 14195.61;50%;$ 7097.81
59059;rosuvastatina;ROVARTAL;5 mg comp.rec.x 60;Roemmers;$ 25470.45;50%;$ 12735.23
59967;rosuvastatina+ezetimibe;ROVARTAL EZ;10 mg cáps. x 30;Roemmers;$ 26305.78;50%;$ 13152.89
59968;rosuvastatina+ezetimibe;ROVARTAL EZ;20 mg cáps. x 30;Roemmers;$ 45461.85;50%;$ 22730.93
59966;rosuvastatina+ezetimibe;ROVARTAL EZ;5 mg cáps. x 30;Roemmers;$ 24225.1;50%;$ 12112.55
46294;sertralina;ASERTRAL;100 mg comp.ran.x 30;Roemmers;$ 32216.09;50%;$ 16108.05
58894;sertralina;ASERTRAL;100 mg comp.ran.x 60;Roemmers;$ 54920.41;50%;$ 27460.21
46293;sertralina;ASERTRAL;50 mg comp.ran.x 30;Roemmers;$ 21539.11;50%;$ 10769.56
58887;sertralina;ASERTRAL;50 mg comp.ran.x 60;Roemmers;$ 36095.84;50%;$ 18047.92
28758;sildenafil;VIMAX;100 mg comp.x 6;Roemmers;$ 19453.02;50%;$ 9726.51
21977;sildenafil;VIMAX;25 mg comp.x 2;Roemmers;$ 3579.21;50%;$ 1789.61
34713;sildenafil;VIMAX 50;50 mg comp.mast.x 2;Roemmers;$ 4696.5;50%;$ 2348.25
21978;sildenafil;VIMAX;50 mg comp.x 2;Roemmers;$ 4777.91;50%;$ 2388.96
28757;sildenafil;VIMAX;50 mg comp.x 6;Roemmers;$ 14148.82;50%;$ 7074.41
45874;sildenafil;VIMAX FLASH 50;50mg comp.dis.buc.rap.x6;Roemmers;$ 13961.94;50%;$ 6980.97
52074;sildenafil;VIMAX FLASH 100;comp.dis.buc.rap.x 10;Roemmers;$ 31658.58;50%;$ 15829.29
52073;sildenafil;VIMAX FLASH 100;comp.dis.buc.rap.x 2;Roemmers;$ 6514.97;50%;$ 3257.49
15375;simvastatin;VASOTENAL;10 mg comp.x 30;Roemmers;$ 20155.83;80%;$ 4031.17
21044;simvastatin;VASOTENAL;20 mg comp.x 30;Roemmers;$ 26979.23;80%;$ 5395.85
15373;simvastatin;VASOTENAL;5 mg comp.x 30;Roemmers;$ 7259.7;80%;$ 1451.94
54051;sodio,divalproato;IMPROVAL 125;125 mg comp.rec.x 30;Roemmers;$ 13469.37;80%;$ 2693.87
54052;sodio,divalproato;IMPROVAL 250;250 mg comp.rec.x 30;Roemmers;$ 22465.62;80%;$ 4493.12
54053;sodio,divalproato;IMPROVAL 500;500 mg comp.rec.x 30;Roemmers;$ 37012.97;80%;$ 7402.59
54054;sodio,divalproato;IMPROVAL 500;500 mg comp.rec.x 60;Roemmers;$ 68484.62;80%;$ 13696.92
50572;sulfametoxazol+trimetoprima;DOSULFIN FORTE;comp.x 14;Roemmers;$ 11235.65;60%;$ 4494.26
51226;tadalafilo;INVICTUS 20;20 mg comp.rec.x 1;Roemmers;$ 9939.91;50%;$ 4969.96
51227;tadalafilo;INVICTUS 20;20 mg comp.rec.x 2;Roemmers;$ 19679.37;50%;$ 9839.69
51228;tadalafilo;INVICTUS 20;20 mg comp.rec.x 4;Roemmers;$ 38977.64;50%;$ 19488.82
51225;tadalafilo;INVICTUS 5;5 mg comp.rec.x 30;Roemmers;$ 84937.54;50%;$ 42468.77
43204;trimebutina;PLIDEX AP;300 mg comp.lib.prol.x30;Roemmers;$ 16012.93;50%;$ 8006.47
42294;trimebutina;PLIDEX 100;comp.x 30;Roemmers;$ 7805.76;50%;$ 3902.88
42296;trimebutina;PLIDEX 200;comp.x 30;Roemmers;$ 11312.83;50%;$ 5656.42
52075;trimebutina+simeticona;PLIDEX S;200/120 mg comp.rec.x 30;Roemmers;$ 16026.63;50%;$ 8013.32
52076;trimebutina+simeticona;PLIDEX S;200/120 mg comp.rec.x 60;Roemmers;$ 26796.94;50%;$ 13398.47
41029;valsartán;RACORVAL;160 mg comp.rec.x 28;Roemmers;$ 29309.53;60%;$ 11723.81
57264;valsartán;RACORVAL;160 mg comp.rec.x 30;Roemmers;$ 26657.65;60%;$ 10663.06
52870;valsartán;RACORVAL;320 mg comp.rec.x 30;Roemmers;$ 31141.84;60%;$ 12456.74
41026;valsartán;RACORVAL;80 mg comp.rec.x 14;Roemmers;$ 1568.96;60%;$ 627.58
41027;valsartán;RACORVAL;80 mg comp.rec.x 28;Roemmers;$ 22011.84;60%;$ 8804.74
57263;valsartán;RACORVAL;80 mg comp.rec.x 30;Roemmers;$ 20197.43;60%;$ 8078.97
46846;valsartán+amlodipina;RACORVAL A;160/10 mg comp.rec.x 28;Roemmers;$ 31421.56;50%;$ 15710.78
46845;valsartán+amlodipina;RACORVAL A;160/5 mg comp.rec.x 28;Roemmers;$ 34144.53;50%;$ 17072.27
55713;valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;160/10/12.5mg comp.rex28;Roemmers;$ 39005.17;50%;$ 19502.59
52808;valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;160/5/12.5mg comp.recx28;Roemmers;$ 39492.32;50%;$ 19746.16
58374;valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;320/10/25mg comp.rec.x30;Roemmers;$ 46000.58;50%;$ 23000.29
42646;valsartán+hidroclorotiazida;RACORVAL D;160/12.5 mg comp.rec.x28;Roemmers;$ 27101.34;50%;$ 13550.67
42645;valsartán+hidroclorotiazida;RACORVAL D;80/12.5 mg comp.rec.x 28;Roemmers;$ 23330.22;50%;$ 11665.11
31003;venlafaxina;SESAREN XR;150 mg cáps.x 15;Roemmers;$ 13857.82;50%;$ 6928.91
36797;venlafaxina;SESAREN XR;150 mg cáps.x 30;Roemmers;$ 35502.86;50%;$ 17751.43
48650;venlafaxina;SESAREN XR;225 mg cáps.x 15;Roemmers;$ 19069.58;50%;$ 9534.79
48651;venlafaxina;SESAREN XR;225 mg cáps.x 30;Roemmers;$ 48880.06;50%;$ 24440.03
30999;venlafaxina;SESAREN;25 mg comp.x 30;Roemmers;$ 6771.2;50%;$ 3385.6
36795;venlafaxina;SESAREN XR;37.5 mg cáps.x 28;Roemmers;$ 23171.48;50%;$ 11585.74
31000;venlafaxina;SESAREN;50 mg comp.x 30;Roemmers;$ 12173.88;50%;$ 6086.94
31001;venlafaxina;SESAREN;75 mg comp.x 30;Roemmers;$ 17195.42;50%;$ 8597.71
31002;venlafaxina;SESAREN XR;75 mg cáps.x 15;Roemmers;$ 11865.12;50%;$ 5932.56
36796;venlafaxina;SESAREN XR;75 mg cáps.x 30;Roemmers;$ 24466.45;50%;$ 12233.23
29693;vit.d;RAQUIFEROL;fco.gotero x 4 ml;Roemmers;$ 7859.17;40%;$ 4715.5
52072;vit.d3;RAQUIFEROL D3;fco.gotero x 4 ml;Roemmers;$ 9588.45;40%;$ 5753.07
52078;vit.d3;RAQUIFEROL D3;sol.oral x 2 ml;Roemmers;$ 8075.46;40%;$ 4845.28
60855;amoxicilina;CLIACIL 1000;1000 mg comp.x 16;Ronnet;$ 14932.47;60%;$ 5972.99
60854;amoxicilina;CLIACIL 1000;1000 mg comp.x 8;Ronnet;$ 7642.5;60%;$ 3057
60353;amoxicilina;CLIACIL;500 mg comp.x 16;Ronnet;$ 5735.12;60%;$ 2294.05
60352;amoxicilina;CLIACIL;500 mg comp.x 8;Ronnet;$ 2720.92;60%;$ 1088.37
58819;atenolol;ATELSTA;100 mg comp.x 30;Ronnet;$ 8860.83;80%;$ 1772.17
58820;atenolol;ATELSTA;100 mg comp.x 60;Ronnet;$ 17740.77;80%;$ 3548.15
58817;atenolol;ATELSTA;25 mg comp.x 30;Ronnet;$ 4269;80%;$ 853.8
58818;atenolol;ATELSTA;25 mg comp.x 60;Ronnet;$ 8427.27;80%;$ 1685.45
58438;atenolol;ATELSTA;50 mg comp.x 30;Ronnet;$ 6392.74;80%;$ 1278.55
61104;atenolol;ATELSTA;50 mg comp.x 60;Ronnet;$ 12769.1;80%;$ 2553.82
59805;atorvastatín;RONATOR;10 mg comp.x 30;Ronnet;$ 19389.45;80%;$ 3877.89
59804;atorvastatín;RONATOR;10 mg comp.x 60;Ronnet;$ 36371.88;80%;$ 7274.38
59803;atorvastatín;RONATOR;20 mg comp.x 30;Ronnet;$ 31984.14;80%;$ 6396.83
59802;atorvastatín;RONATOR;20 mg comp.x 60;Ronnet;$ 53717.03;80%;$ 10743.41
36568;azitromicina;TALCILINA;500 mg comp.rec.x 3;Ronnet;$ 7948.01;50%;$ 3974.01
39404;azitromicina;TALCILINA;500 mg comp.rec.x 6;Ronnet;$ 12062.45;50%;$ 6031.23
37832;carboximetilcisteína;SALVITOS;jbe.x 120 ml;Ronnet;$ 6433.55;50%;$ 3216.78
53997;cefalexina;RIBAMICIN;500 mg comp.x 16;Ronnet;$ 8423.6;60%;$ 3369.44
53996;cefalexina;RIBAMICIN;500 mg comp.x 8;Ronnet;$ 4897.52;60%;$ 1959.01
34526;clotrimazol;MYCANDEN;cr.x 20 g;Ronnet;$ 6412.8;40%;$ 3847.68
54592;clotrimazol;MYCANDEN;pvo.dérmico x 30 g;Ronnet;$ 9105.1;40%;$ 5463.06
32028;clotrimazol;MYCANDEN;spray x 60 ml;Ronnet;$ 9592.5;40%;$ 5755.5
34779;diclofenac dietilamina;NALGIFLEX GEL;gel x 50 g;Ronnet;$ 7428;40%;$ 4456.8
35858;diclofenac sódico;NALGIFLEX;50 mg comp.rec.x 15;Ronnet;$ 4737;40%;$ 2842.2
44436;diclofenac sódico;NALGIFLEX;50 mg comp.rec.x 30;Ronnet;$ 7673.5;40%;$ 4604.1
33543;diclofenac sódico;NALGIFLEX 75;75 mg comp.rec.x 15;Ronnet;$ 9509.6;40%;$ 5705.76
44437;diclofenac sódico;NALGIFLEX 75;75 mg comp.rec.x 30;Ronnet;$ 19535;40%;$ 11721
38818;diclofenac+pridinol;NALGIFLEX RELAX;comp.rec.gastrorr.x 15;Ronnet;$ 8681.7;40%;$ 5209.02
44435;diclofenac+pridinol;NALGIFLEX RELAX;comp.rec.gastrorr.x 30;Ronnet;$ 14765;40%;$ 8859
56700;lactulosa;RONELAX;jbe.x 120 ml;Ronnet;$ 10498.55;40%;$ 6299.13
56701;lactulosa;RONELAX;jbe.x 250 ml;Ronnet;$ 17967.4;40%;$ 10780.44
30155;lidocaína+hidrocortisona;PROCTOCREM;pda.x 20 g;Ronnet;$ 8242.8;50%;$ 4121.4
40652;loperamida;NORMASEC;comp.x 10;Ronnet;$ 4428.3;50%;$ 2214.15
57305;loperamida;NORMASEC;comp.x 20;Ronnet;$ 8207.7;50%;$ 4103.85
40653;norfloxacina;NEFRONET;comp.rec.x 10;Ronnet;$ 7896.13;50%;$ 3948.07
54593;norfloxacina;NEFRONET;comp.rec.x 20;Ronnet;$ 13405.65;50%;$ 6702.83
33544;paracetamol+pseudoefedrina+asoc.;TERMOGRIP;comp.rec.x 10;Ronnet;$ 4432.8;40%;$ 2659.68
58188;sodio,picosulfato;LAXANET;sol.oral x 15 ml;Ronnet;$ 5197.23;50%;$ 2598.62
58667;sodio,picosulfato;LAXANET;sol.oral x 50 ml;Ronnet;$ 14735.17;50%;$ 7367.59
32726;alendronato;OSTEOFENE;70 mg comp.x 4;Rontag;$ 10129.57;60%;$ 4051.83
39690;amantadina;AMPAKINE;100 mg comp.x 30;Rontag;$ 19718.8;80%;$ 3943.76
39691;amantadina;AMPAKINE;100 mg comp.x 60;Rontag;$ 37751.91;80%;$ 7550.38
36676;aripiprazol;ARLEMIDE;10 mg comp.x 30;Rontag;$ 25509.22;50%;$ 12754.61
36677;aripiprazol;ARLEMIDE;15 mg comp.x 15;Rontag;$ 17027.37;50%;$ 8513.69
36678;aripiprazol;ARLEMIDE;15 mg comp.x 30;Rontag;$ 37110.54;50%;$ 18555.27
44806;aripiprazol;ARLEMIDE;5 mg comp.x 10;Rontag;$ 8337.51;50%;$ 4168.76
44021;aripiprazol;ARLEMIDE;5 mg comp.x 30;Rontag;$ 23823.72;50%;$ 11911.86
39688;betahistina;RONISTINA;16 mg comp.x 30;Rontag;$ 13929.5;50%;$ 6964.75
39689;betahistina;RONISTINA;16 mg comp.x 60;Rontag;$ 23497.69;50%;$ 11748.85
40405;betahistina;RONISTINA DUO;24 mg comp.x 15;Rontag;$ 516.44;50%;$ 258.22
36679;betahistina;RONISTINA DUO;24 mg comp.x 30;Rontag;$ 20057.58;50%;$ 10028.79
36680;betahistina;RONISTINA DUO;24 mg comp.x 60;Rontag;$ 38286.7;50%;$ 19143.35
31470;betahistina;RONISTINA;8 mg comp.x 30;Rontag;$ 12232.75;50%;$ 6116.38
31471;betahistina;RONISTINA;8 mg comp.x 60;Rontag;$ 19693.11;50%;$ 9846.56
6240;bromazepam;CREOSEDIN;3 mg comp.x 20;Rontag;$ 3025.67;50%;$ 1512.84
3082;bromazepam;CREOSEDIN;3 mg comp.x 50;Rontag;$ 5709.2;50%;$ 2854.6
6242;bromazepam;CREOSEDIN;6 mg comp.x 20;Rontag;$ 4604.98;50%;$ 2302.49
3196;bromazepam;CREOSEDIN;6 mg comp.x 50;Rontag;$ 15319.32;50%;$ 7659.66
37382;cabergolina;CABERPAR;1 mg comp.x 10;Rontag;$ 25228.75;80%;$ 5045.75
39687;cabergolina;CABERPAR;2 mg comp.x 30;Rontag;$ 71961.91;80%;$ 14392.38
9703;carbamazepina;CARBAMAT;200 mg comp.x 30;Rontag;$ 13525.13;80%;$ 2705.03
9704;carbamazepina;CARBAMAT;200 mg comp.x 60;Rontag;$ 23849.85;80%;$ 4769.97
48367;clonazepam;SOLFIDIN FLASH;0.5 mg comp.x 30;Rontag;$ 9055.06;50%;$ 4527.53
18311;clonazepam;SOLFIDIN;0.5 mg comp.x 30;Rontag;$ 6949.49;50%;$ 3474.75
48368;clonazepam;SOLFIDIN FLASH;0.5 mg comp.x 60;Rontag;$ 18110.57;50%;$ 9055.29
18312;clonazepam;SOLFIDIN;2 mg comp.x 30;Rontag;$ 9299.56;80%;$ 1859.91
8465;dapsona;D.A.P.S.;100 mg comp.x 100;Rontag;$ 32193.14;50%;$ 16096.57
38330;deflazacort;DEFAS;30 mg comp.x 10;Rontag;$ 1221.07;50%;$ 610.54
38331;deflazacort;DEFAS;30 mg comp.x 20;Rontag;$ 89847.42;50%;$ 44923.71
38329;deflazacort;DEFAS;6 mg comp.x 20;Rontag;$ 18779.33;50%;$ 9389.67
8526;diazepam;SAROMET;comp.x 50;Rontag;$ 9418.51;50%;$ 4709.26
8527;diazepam;SAROMET FULLTIME;cáps.x 20;Rontag;$ 9418.51;50%;$ 4709.26
26564;donepecilo;AUROBRAL;10 mg comp.x 30;Rontag;$ 40832.83;50%;$ 20416.42
26562;donepecilo;AUROBRAL;5 mg comp.x 30;Rontag;$ 32321.59;50%;$ 16160.8
42340;estroncio,ranelato;PRODINAM;sob.x 28 x 2 g;Rontag;$ 31424.34;50%;$ 15712.17
33011;hidroxicloroquina;AXOKINE;200 mg comp.x 30;Rontag;$ 18357.01;50%;$ 9178.51
16002;hidroxicloroquina;METIREL;200 mg comp.x 30;Rontag;$ 974.25;50%;$ 487.13
16222;hidroxicloroquina;METIREL;200 mg comp.x 60;Rontag;$ 1805.27;50%;$ 902.64
33012;hidroxicloroquina;AXOKINE;200 mg comp.x 60;Rontag;$ 15033.52;50%;$ 7516.76
786;hierro;YECTAFER;a.x 10;Rontag;$ 73407.73;50%;$ 36703.87
32855;hierro;YECTAFER;a.x 5;Rontag;$ 36703.86;50%;$ 18351.93
